Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Bioinformatics","Computational Biology","","","","10.1007/978-3-030-45607-8","Jeremy Ramsden","2023","http://link.springer.com/book/10.1007/978-3-030-45607-8","Book"
"Bioprocess and Analytics Development for Virus-based Advanced Therapeutics and Medicinal Products (ATMPs)","","","","","10.1007/978-3-031-28489-2","Saurabh GautamAbhilash I. ChiramelRoland Pach","2023","http://link.springer.com/book/10.1007/978-3-031-28489-2","Book"
"Abstracts","Diabetologia","","48","1","10.1007/s00125-005-1909-x","","2005","http://link.springer.com/article/10.1007/s00125-005-1909-x","Article"
"Cell Culture Engineering and Technology","Cell Engineering","","","","10.1007/978-3-030-79871-0","Prof. Dr. Ralf Pörtner","2021","http://link.springer.com/book/10.1007/978-3-030-79871-0","Book"
"Translational Research Methods in Neurodevelopmental Disorders","Neuromethods","","","","10.1007/978-1-0716-2569-9","Stéphane MartinFrédéric Laumonnier","2022","http://link.springer.com/book/10.1007/978-1-0716-2569-9","Book"
"The Active Female","","","","","10.1007/978-3-031-15485-0","Jacalyn J. Robert-McCombMimi ZumwaltMaria Fernandez-del-Valle","2023","http://link.springer.com/book/10.1007/978-3-031-15485-0","Book"
"Applied Mathematics and Computational Mechanics for Smart Applications","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-33-4826-4","Prof. Dr. Lakhmi C. JainProf. Margarita N. FavorskayaProf. Ilia S. NikitinDr. Dmitry L. Reviznikov","2021","http://link.springer.com/book/10.1007/978-981-33-4826-4","Book"
"Catalogue of Minor Planet Names and Discovery Circumstances","Dictionary of Minor Planet Names","","","","10.1007/978-3-540-29925-7_2","Lutz D. Schmadel","2003","http://link.springer.com/referenceworkentry/10.1007/978-3-540-29925-7_2","ReferenceWorkEntry"
"20. Internationales Stuttgarter Symposium","Proceedings","","","","10.1007/978-3-658-29943-9","Prof. Dr. Michael BargendeProf. Dr. Hans-Christian ReussProf. Dr. Andreas Wagner","2020","http://link.springer.com/book/10.1007/978-3-658-29943-9","Book"
"Abstracts","European Biophysics Journal","","44","1","10.1007/s00249-015-1045-6","","2015","http://link.springer.com/article/10.1007/s00249-015-1045-6","Article"
"S","StarBriefs 2001","","","","10.1007/978-94-011-4351-6_19","André Heck","2001","http://link.springer.com/chapter/10.1007/978-94-011-4351-6_19","Chapter"
"Legumes: Physiology and Molecular Biology of Abiotic Stress Tolerance","","","","","10.1007/978-981-19-5817-5","Prakash Muthu Arjuna SamyAnandan RamasamyViswanathan ChinnusamyB. Sunil Kumar","2023","http://link.springer.com/book/10.1007/978-981-19-5817-5","Book"
"The Impact of Artificial Intelligence on Governance, Economics and Finance, Volume 2","Accounting, Finance, Sustainability, Governance & Fraud: Theory and Application","","","","10.1007/978-981-16-8997-0","Sezer Bozkuş Kahyaoğlu","2022","http://link.springer.com/book/10.1007/978-981-16-8997-0","Book"
"Route and Traffic Description","Energy-Efficient Driving of Road Vehicles","","","","10.1007/978-3-030-24127-8_4","Antonio SciarrettaArdalan Vahidi","2020","http://link.springer.com/chapter/10.1007/978-3-030-24127-8_4","Chapter"
"Distributed Computing and Artificial Intelligence, Volume 2: Special Sessions 18th International Conference","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-86887-1","Sara Rodríguez GonzálezJosé Manuel MachadoAlfonso González-BrionesJaroslaw WikarekRoussanka LoukanovaGeorge KatranasDr. Roberto Casado-Vara","2022","http://link.springer.com/book/10.1007/978-3-030-86887-1","Book"
"Pathogenesis and Treatment of Leukemia","","","","","10.1007/978-981-99-3810-0","Harinder GillYok-Lam Kwong","2023","http://link.springer.com/book/10.1007/978-981-99-3810-0","Book"
"Management of Prader-Willi Syndrome","","","","","10.1007/978-3-030-98171-6","Merlin G. ButlerPhillip D. K. LeeBarbara Y. Whitman","2022","http://link.springer.com/book/10.1007/978-3-030-98171-6","Book"
"Molecular Approaches for Sustainable Insect Pest Management","","","","","10.1007/978-981-16-3591-5","Prof. Dr. Omkar","2021","http://link.springer.com/book/10.1007/978-981-16-3591-5","Book"
"Abstracts of the 83rd Annual Meeting of the German Society for Experimental and Clinical Pharmacology and Toxicology (DGPT) and the 19th Annual Meeting of the Association of the Clinical Pharmacology Germany (VKliPha) With contribution of the Arbeitsgemeinschaft für Angewandte Humanpharmakologie e. V. (AGAH)","Naunyn-Schmiedeberg's Archives of Pharmacology","","390","1","10.1007/s00210-017-1354-7","","2017","http://link.springer.com/article/10.1007/s00210-017-1354-7","Article"
"Vascularization for Tissue Engineering and Regenerative Medicine","Reference Series in Biomedical Engineering","","","","10.1007/978-3-319-54586-8","Wolfgang HolnthonerAndrea BanfiProf. James KirkpatrickProf. Heinz Redl","2021","http://link.springer.com/referencework/10.1007/978-3-319-54586-8","ReferenceWork"
"Scientific Abstracts","Reproductive Sciences","","21","3","10.1177/1933719114528275","","2014","http://link.springer.com/article/10.1177/1933719114528275","Article"
"Distributed, Ambient and Pervasive Interactions","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34668-2","Norbert A. StreitzShin'ichi Konomi","2023","http://link.springer.com/book/10.1007/978-3-031-34668-2","Book"
"Biofortification of Staple Crops","","","","","10.1007/978-981-16-3280-8","Dr. Shiv KumarDr. Harsh Kumar DikshitDr. Gyan Prakash MishraDr. Akanksha Singh","2022","http://link.springer.com/book/10.1007/978-981-16-3280-8","Book"
"2nd International Conference on Industrial Applications of Adhesives 2022","Proceedings in Engineering Mechanics","","","","10.1007/978-3-031-11150-1","Lucas F. M. da SilvaRobert D. AdamsKlaus Dilger","2023","http://link.springer.com/book/10.1007/978-3-031-11150-1","Book"
"PDZ Mediated Interactions","Methods in Molecular Biology","","","","10.1007/978-1-0716-1166-1","Prof. Jean-Paul Borg","2021","http://link.springer.com/book/10.1007/978-1-0716-1166-1","Book"
"Mutation Breeding for Sustainable Food Production and Climate Resilience","","","","","10.1007/978-981-16-9720-3","Suprasanna PennaS. Mohan Jain","2023","http://link.springer.com/book/10.1007/978-981-16-9720-3","Book"
"Advances in Human Factors and System Interactions","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-79816-1","Prof. Isabel L. Nunes","2021","http://link.springer.com/book/10.1007/978-3-030-79816-1","Book"
"Mitosis","Methods in Molecular Biology","","","","10.1007/978-1-0716-1904-9","Ph.D. Edward H. Hinchcliffe","2022","http://link.springer.com/book/10.1007/978-1-0716-1904-9","Book"
"Abstracts of 51st EASD Annual Meeting","Diabetologia","","58","1","10.1007/s00125-015-3687-4","","2015","http://link.springer.com/article/10.1007/s00125-015-3687-4","Article"
"Prevention and Treatment of Atherosclerosis","Handbook of Experimental Pharmacology","","","","10.1007/978-3-030-86076-9","Dr. Arnold von EckardsteinProf. Christoph J. Binder","2022","http://link.springer.com/book/10.1007/978-3-030-86076-9","Book"
"47th Spring Meeting Deutsche Gesellschaft für Experimentelle und Klinische Pharmakologie und Toxikologie Mainz, April 4–6, 2006","Naunyn-Schmiedeberg's Archives of Pharmacology","","372","1","10.1007/s00210-006-0059-0","","2006","http://link.springer.com/article/10.1007/s00210-006-0059-0","Article"
"Neue Dimensionen der Mobilität","","","","","10.1007/978-3-658-29746-6","Heike Proff","2020","http://link.springer.com/book/10.1007/978-3-658-29746-6","Book"
"Extended Reality and Metaverse","Springer Proceedings in Business and Economics","","","","10.1007/978-3-031-25390-4","Timothy JungM. Claudia tom DieckSandra Maria Correia Loureiro","2023","http://link.springer.com/book/10.1007/978-3-031-25390-4","Book"
"Commercial Vehicle Technology 2022","Proceedings","","","","10.1007/978-3-658-40783-4","Karsten BernsKlaus DresslerRalf KalmarNicole StephanRoman TeutschMartin Thul","2022","http://link.springer.com/book/10.1007/978-3-658-40783-4","Book"
"64TH ASMS Conference on Mass Spectrometry and Allied Topics","Journal of The American Society for Mass Spectrometry","","27","1","10.1007/s13361-016-1413-1","Judith Sjoberg","2016","http://link.springer.com/article/10.1007/s13361-016-1413-1","Article"
"Untersuchungen zum kraftstoffeffizienten und lokal emissionsfreien Betrieb paralleler Plug-in-Hybridfahrzeuge und zur Auslegung darauf basierender, prädiktiver Betriebsstrategien","Wissenschaftliche Reihe Fahrzeugtechnik Universität Stuttgart","","","","10.1007/978-3-658-34756-7","Tobias Schürmann","2021","http://link.springer.com/book/10.1007/978-3-658-34756-7","Book"
"Deutsche Gesellschaft für Experimentelle und Klinische Pharmakologie und Toxikologie e.V.","Naunyn-Schmiedeberg's Archives of Pharmacology","","387","1","10.1007/s00210-014-0960-x","","2014","http://link.springer.com/article/10.1007/s00210-014-0960-x","Article"
"High Altitude Medicine","","","","","10.1007/978-3-031-35092-4","Jorge HidalgoSabrina Da ReAntónio Gandra D'Almeida","2023","http://link.springer.com/book/10.1007/978-3-031-35092-4","Book"
"High Resolution Urban Air Quality Modeling by Coupling CFD and Mesoscale Models: a Review","Asia-Pacific Journal of Atmospheric Sciences","","55","4","10.1007/s13143-019-00110-3","Rakesh KadaveruguAsheesh SharmaChandrasekhar MatliRajesh Biniwale","2019","http://link.springer.com/article/10.1007/s13143-019-00110-3","Article"
"63RD ASMS Conference on Mass Spectrometry and Allied Topics","Journal of The American Society for Mass Spectrometry","","26","1","10.1007/s13361-015-1158-2","","2015","http://link.springer.com/article/10.1007/s13361-015-1158-2","Article"
"61ST ASMS Conference on Mass Spectrometry and Allied Topics","Journal of The American Society for Mass Spectrometry","","24","1","10.1007/s13361-013-0649-2","Judith Sjoberg","2013","http://link.springer.com/article/10.1007/s13361-013-0649-2","Article"
"Bulletin Analytique du Comité de Coordination des Télécommunications de l’Union Française","Annales des Télécommunications","","7","7 - 8","10.1007/BF03015476","","1952","http://link.springer.com/article/10.1007/BF03015476","Article"
"Abstracts: 32nd European Muscle Conference ‘A link between fundamental research and therapeutic trials’ The Annual Meeting of the European Society for Muscle Research","Journal of Muscle Research & Cell Motility","","24","4 - 6","10.1023/A:1025495314044","","2003","http://link.springer.com/article/10.1023/A%3A1025495314044","Article"
